split,orig_split,orig_idx,source_dataset,subject,raw_label,full_text,education_level_original,education_level_judge,judge_raw_response
ood_race-middle,ood_race-middle,0,race-middle,reading-comp,middle,"It is a cold and dry winter morning. When you wake up, you feel that your throat hurts. You begin to sneeze and later you may cough. You must have a cold! Wait a moment. Could it just be a common cold or the flu that's been going around? A cold gives you a runny nose and cough. But it's usually easy to deal with. Some take medicine while others drink herbal tea or chicken soup. Usually you feel better after a week. On the other hand, the flu can be much more dangerous. It usually gives you fever. Sometimes it can cause death. According to an American magazine, the worst flu killed about 50 million people from 1918 to 1919. Don't worry. If you get a flu vaccine , it can stop you from getting the virus . Flu vaccines work by giving the body a small amount of flu viruses. This causes your body to develop antibodies . So next time you get the flu, the antibodies should help you. The flu virus changes every few years. Therefore, there are so many types of flu, such as H1N1 and H5N1. The antibodies for one type of flu can't help us against all types of flu. That's why we need to get the vaccine every year. However, good health habits may also help stop you developing a cold or flu. Washing your hands often helps stop you from getting viruses. It is also important to get regular exercise and eat healthy food. All these can help you strengthen your immune system .",middle,middle,middle
ood_race-middle,ood_race-middle,1,race-middle,reading-comp,middle,"Sam really felt very happy. When he arrived at his seat in the classroom that morning, he found an invitation on his desk. It was from several of his classmates asking him to join them on a camping trip. This was the first time he was asked to join in an out-of-school activity. Why were they asking him now? Nobody seemed to like him. In fact, he had been so lonely that he ate a lot of food. As a result, he put on a lot of weight, and this gave the kids something more to make fun of him. Cindy, who was standing near Sam when Sam read the invitation, went out quickly to tell the others that _ . Everyone was pleased that Sam thought that was true, but there was no camping trip. The whole thing was made up . At first, Cindy thought it was fun. But later, when Sam told her that he was going to buy a sleeping bag with his savings, Cindy had second thoughts. She knew that Sam's family had little money, and she hated to see him spend his savings on something he would never use, Cindy also hated to tell Sam the truth. Her close friends would be angry with her. What can she do now?",middle,middle,middle
ood_race-middle,ood_race-middle,2,race-middle,reading-comp,middle,"The marathon in my town usually takes place in hot weather. My job was to follow the runners to help those who needed medical help. ""We should stay behind the last runner, so take it slowly,"" I said to the driver, Doug. As it began, the front runners started to disappear . Then I noticed a woman in blue running shorts and a white T-shirt. "" Doug, look!"" We knew we were watching our ""last runner"". Her feet turned in , yet her left knee turned out. Her legs were so crippled that it seemed impossible for her to be able to walk. How could she run a marathon? We watched in silence as she slowly moved forward. We would move forward a little bit, then stop and wait for her. Then we would slowly move forward a little bit more. As I watched her try to put one foot in front of the other, I found myself breathing for her. I wanted her to stop, and at the same time, I hoped that she wouldn't. Finally, she was the only runner left in sight. When the finishing line came into sight, we found the cheering people had all gone home. She slowly crossed through the line and lifted her hands, full of happiness. I do not know the woman's name, but since that day she has become a part of my life. For her, it was about finishing what she had set out to do, no matter what. When I think things are too difficult and want to say ""I just can't do it"", I think of the last runner. Then I realize how easy the task before me really is.",middle,middle,middle
ood_race-middle,ood_race-middle,3,race-middle,reading-comp,middle,"An old man was going home late one night with his horse and cart after a day's hard work. When he was not far from his house, the light on the cart went out. He tried but could not mend it. He was near his home, and so he went along the road without a light. When a policeman saw this, he stopped the old carter. ""Where is your light?"" asked the policeman. ""No man may take a cart along the road at night without a light. You know that. You have broken the law ."" ""I had a light, but it has just gone out,"" said the old man. ""I don't believe that story,"" said the policeman. He took out a book and got ready to write. What's your name and where do you live?"" he asked. ""Please don't take my name,"" said the old man. ""My home is just there. You can see it from here. I had a light nearly the whole way. I haven't come far without a light."" ""You came all the way without a light. What's your name?"" The carter quickly took the policeman's hand and put it down on top of the light. The light was still hot and burnt the policeman's hand. The policeman jumped and he was very angry. ""Now, what do you think?"" said the carter. ""Did I come all the way without a light?""",middle,middle,middle
ood_race-middle,ood_race-middle,4,race-middle,reading-comp,middle,"Do you get enough sleep? With so much homework it's often difficult to get the rest you need. But you need to try, because sleep keeps you healthy and it stops you getting fat. Recently, a group of US scientists did a study of kids aged between 8 and 13. The study found that if kids sleep for just one extra hour each day, the chance of their getting fat is cut by about 30 percent . Why? When people don't get enough sleep, they become tired. When they are tired, they don't exercise enough. Also, kids like snacks: If they are awake an extra hour or two each day,they have more time to eat snacks or other unhealthy foods. So, how much sleep should you get? Scientists suggest 10 to 11 hours a night for kids aged 5 to 12. For older kids, _ .",middle,middle,middle
ood_race-middle,ood_race-middle,5,race-middle,reading-comp,middle,"Dear John, Thank you very much for your letter. I am glad that you enjoyed your holiday with me. We enjoyed having you and your sister here. We hope that you will both be able to come again next year. Perhaps you'll be able to stay longer next time you come. A week is not really long enough, is it? If your school has a five-week holiday next year, perhaps you'll be able to stay with us for two or three weeks. We have been back at school three weeks now. It feels like three months! I expect that you are both working very hard now that you are in Grade One. I shall have to work hard next year when I am in Grade One. Tom and Ann won't be in Grade One until 2011. They went for a picnic yesterday but I didn't go with them because I cut my foot and I couldn't walk very well. They went to an island and enjoyed themselves. Do you still remember the island? That's where all five of us spent the last day of our holiday. Tom, Ann and I send our best wishes to Betty and you. We hope to see you soon. Yours sincerely, Michael",middle,middle,middle
ood_race-middle,ood_race-middle,6,race-middle,reading-comp,middle,"It is believed in some ways that the daughter is father's lover. But my experience has taught me in a different way. For a long time, my father has been a very vague figure to me. He was a man of few words, tall but slim and nothing else. When I was in primary school, my father was never there to pick me up, and he never came to any of my parent-teacher meetings. He was always busy doing projects. I remember when I was in middle school and my head was badly hurt in a PE class. During my operation, my father was nowhere to be found. This hurt me most. At that moment, I considered my father as a cold-blooded man who did not care about me at all. But things seemed different at my high school graduation ceremony, where I was chosen to represent my class and give a speech. My father, once again, told me he had a business trip in a place outside the city and would be unable to show up . ""Don't come. I will be very nervous if I see you,"" I told him. I remember my speech went smoothly. After the ceremony was over and I was about to leave. I suddenly noticed a familiar looking man sitting in a corner of the hall. It was my father! I was so surprised that I rushed to him with tears running down my face. ""Well done,"" he said. His eyes were also filled with tears. Later, I found out that my father had managed to finish his work by staying up late, and he drove for eight hours to get back. He had been sitting in the corner because he didn't want me to see him. My father remembered every word in my speech. For much of my life, I described my father was a cold-blooded man who only cared about his work. But when I thought deeply about _ , it was obviously not true. At my graduation ceremony. I could feel my father's deep love. The fact is that seeing is not believing, and seeing may not be the fact if we don't perceive the world with our hearts and minds. There's no doubt that life doesn't lack love, but sometimes our eyes have trouble seeing it.",middle,middle,middle
ood_race-middle,ood_race-middle,7,race-middle,reading-comp,middle,"Are you looking for something fun and would you like to help other people in your spare time? Then join us to be a volunteer . We are a non-profit organization . We have volunteer jobs for people of all ages. Anyone, from twelve-year-old children to people in their 80s, can become a volunteer. You can help people in many ways. Schools need help with taking care of children when their parents are working. Hospitals need volunteers to look after children when their parents see a doctor. Animal lovers can help take care of those dogs and cats without homes. There is something for everyone. ""As a volunteer, I don't want to get anything. Seeing the children's happy faces, I am happy, too.""says Carlos Domingo, an old woman of 62. If everyone helps a bit, we'll have a better world to live in. Interested in?Call us on 1-800-555-5756, or visit our website:www. activol. com. ,.",middle,middle,middle
ood_race-middle,ood_race-middle,8,race-middle,reading-comp,middle,"Do you want to live a happier, less stressful life? Try laughing for no reason at all. That's how millions of people start their day at Laughter Clubs around the world and many doctors now think that having a good laugh might be one of the best ways to stay healthy. The first Laughter Club was started in Mumbai, India, in 1995 by Dr. Madan Kataria.""Young children laugh about 300 times a day. Adults laugh between 7 and 15 times a day,"" says Dr. Kataria. ""Everyone is naturally good at laughing -- it's the common language. We want people to feel happy with their lives."" There are now more than 500 Laughter Clubs in India and over 1,300 in the world. Many doctors are also interested in the effects of laughter on our health. According to a 5-year study at the UCLA School of Medicine in California, with laughing there is less stress in the body. Laughter improves our health against illness by about 40%. So what happens at a Laughter Club? I went along to my nearest club in South London to find out. I was quite nervous at the beginning of the class, to be honest, I wasn't interested in laughing with a group of strangers, and I was worried about looking silly. Our laughter teacher told us to clap our hands and say ""ho ho ho, ha ha ha"" while looking at each other. However, our bodies can't tell the difference between real laughter and unreal laughter, so they still produce the same healthy effects. Surprisingly, it works! After ten minutes everybody in the room was laughing for real and some people just couldn't stop! At the end of the class I was surprised by how relaxed and comfortable I felt. So if you're under stress, then start laughing. You might be very pleased with the results.",middle,middle,middle
ood_race-middle,ood_race-middle,9,race-middle,reading-comp,middle,"Different colours can affect us in many different ways; that's according to Verity Allen. In a new programme ""Colour me Healthy"", Verity looks at the ways that colours can influence how hard we work and the choices we make. They can even change our emotions and even influence how healthy we are. ""Have you ever noticed how people always use the same colours for the same things?"" says Verity. ""Our toothpaste is always white or blue or maybe red. It's never green. Why not? For some reason we think that blue and white is clean, while we think of green products as being a bit unpleasant. It's the same for businesses. We respect a company which writes its name in blue or black, but we don't respect one that uses pink or orange. People who design new products can use these ideas to influence what we buy."" During the programme, Verity studies eight different colours, two colours in each part. She meets people who work in the colour industry, from people who design food packages, to people who name the colours of lipsticks. Some of the people she meets clearly have very little scientific knowledge to prove their ideas, such as the American ""Colour Doctor"" who believes that serious diseases can be treated successfully by the use of coloured lights. However, she also interviews real scientists who are studying the effects of green and red lights on mice, with some surprising results. Overall, it's an interesting show, and anyone who watches it will probably find out something new. But because Verity _ to be polite to everyone she meets on the programme, it's up to you to make your own decisions about how much you should believe.",middle,middle,middle
